time,PN_m,PE_m,PD_m,P_m
27.975,762.987973,143.532789,-16.204976,776.540346
28,763.721573,143.74992,-16.104415,777.299192
28.025,764.462349,143.940662,-16.003148,778.060215
28.05,765.212288,144.09648,-15.910212,778.82397
28.075,765.971571,144.210091,-15.833789,779.589448
28.1,766.738412,144.275945,-15.780662,780.354003
28.125,767.509339,144.290669,-15.755696,781.113708
28.15,768.279886,144.253367,-15.761411,781.86408
28.175,769.045511,144.165666,-15.797745,782.600988
28.2,769.802552,144.031497,-15.862043,783.321547
28.225,770.548965,143.856647,-15.949267,784.024758
28.25,771.284691,143.648191,-16.052376,784.711766
28.275,772.011571,143.413925,-16.16279,785.385673
28.3,772.732857,143.161903,-16.27088,786.050978
28.325,773.452422,142.900113,-16.366457,786.712751
28.35,774.173863,142.636247,-16.439294,787.375716
28.375,774.899657,142.377519,-16.479692,788.043411
28.4,775.630576,142.130452,-16.479115,788.717577
28.425,776.365462,141.900583,-16.430856,789.397922
28.45,777.101456,141.692116,-16.330636,790.082286
28.475,777.834619,141.507574,-16.177017,790.767212
28.5,778.560824,141.347539,-15.971542,791.448781
28.525,779.276704,141.210549,-15.71855,792.123521
28.55,779.980429,141.093207,-15.424746,792.789181
28.575,780.672149,140.990466,-15.098626,793.4452
28.6,781.354,140.896069,-14.749902,794.092775
28.625,782.029712,140.803057,-14.38903,794.734557
28.65,782.703908,140.704313,-14.026853,795.37404
28.675,783.381243,140.593102,-13.674318,796.014811
28.7,784.065555,140.463583,-13.342178,796.659793
28.725,784.759196,140.311272,-13.040562,797.31067
28.75,785.462673,140.133397,-12.778399,797.967585
28.775,786.174683,139.929102,-12.562736,798.629206
28.8,786.892545,139.699444,-12.398046,799.29314
28.825,787.612923,139.447165,-12.285707,799.956603
28.85,788.332671,139.176282,-12.223755,800.617173
28.875,789.049596,138.891586,-12.206976,801.273454
28.9,789.762941,138.598145,-12.227301,801.925467
28.925,790.473489,138.300929,-12.274406,802.574697
28.95,791.183282,138.004593,-12.3364,803.22378
28.975,791.895019,137.713419,-12.40054,803.875911
29,792.611282,137.431368,-12.453925,804.534105
29.025,793.333769,137.162156,-12.484211,805.200461
29.05,794.062709,136.90928,-12.480344,805.875608
29.075,794.796598,136.67595,-12.433305,806.558451
29.1,795.532367,136.464927,-12.336789,807.24632
29.125,796.265938,136.278294,-12.187712,807.935491
29.15,796.993083,136.117245,-11.986427,808.622009
29.175,797.71038,135.981962,-11.736599,809.302597
29.2,798.416036,135.871611,-11.444773,809.975459
29.225,799.110389,135.784497,-11.119749,810.640791
29.25,799.795982,135.71831,-10.771909,811.300873
29.275,800.477203,135.670439,-10.412615,811.959755
29.3,801.159568,135.638275,-10.053737,812.622589
29.325,801.848792,135.619467,-9.707268,813.294753
29.35,802.549814,135.612108,-9.384953,813.980912
29.375,803.265952,135.614841,-9.09782,814.684199
29.4,803.998352,135.626899,-8.85557,815.405682
29.425,804.745849,135.648083,-8.665861,816.144216
29.45,805.505278,135.678706,-8.53359,816.896742
29.475,806.272182,135.719514,-8.46034,817.658972
29.5,807.041748,135.771592,-8.444112,818.426301
29.525,807.809754,135.83628,-8.479428,819.194723
29.55,808.57329,135.915076,-8.557755,819.961529
29.575,809.331102,136.009547,-8.668151,820.725634
29.6,810.083499,136.121213,-8.797995,821.487471
29.625,810.831876,136.25141,-8.933722,822.248496
29.65,811.577986,136.401123,-9.061504,823.010452
29.675,812.323141,136.570803,-9.167929,823.774557
29.7,813.067545,136.760219,-9.240702,824.540831
29.725,813.809907,136.968364,-9.26938,825.307711
29.75,814.547447,137.193501,-9.246103,826.072086
29.775,815.276322,137.433342,-9.166198,826.829743
29.8,815.992349,137.685387,-9.028545,827.576156
29.825,816.691887,137.947338,-8.835591,828.307415
29.85,817.372632,138.217529,-8.593019,829.021077
29.875,818.034148,138.495273,-8.309149,829.716729
29.9,818.678001,138.781039,-7.994221,830.396143
29.925,819.307499,139.076438,-7.659696,831.062997
29.95,819.927082,139.383996,-7.317677,831.72223
29.975,820.541521,139.706769,-6.980452,832.379178
30,821.15506,140.047843,-6.660085,833.038647
30.025,821.770677,140.409819,-6.367978,833.704092
30.05,822.389598,140.794349,-6.114315,834.377063
30.075,823.011167,141.201849,-5.907402,835.057028
30.1,823.633105,141.631421,-5.752975,835.741615
30.125,824.252108,142.081029,-5.65362,836.427235
30.15,824.864663,142.54788,-5.608448,837.109948
30.175,825.467876,143.0289,-5.613102,837.786361
30.2,826.060142,143.521185,-5.660107,838.454367
30.225,826.641507,144.0223,-5.739462,839.113547
30.25,827.213656,144.530347,-5.839367,839.765177
30.275,827.779576,145.043794,-5.946955,840.411861
30.3,828.342967,145.56113,-6.049005,841.056897
30.325,828.907541,146.080443,-6.132619,841.70352
30.35,829.476353,146.599071,-6.185901,842.354185
30.375,830.051292,147.113443,-6.198666,843.010045
30.4,830.632836,147.619191,-6.163134,843.670741
30.425,831.220129,148.111571,-6.074525,844.334554
30.45,831.81135,148.586097,-5.931433,844.998895
30.475,832.404307,149.039283,-5.735884,845.661007
30.5,832.997079,149.469305,-5.493051,846.318723
30.525,833.588564,149.876431,-5.2107,846.971068
30.55,834.178786,150.263157,-4.89849,847.61858
30.575,834.768889,150.634004,-4.567288,848.263261
30.6,835.360836,150.995042,-4.228589,848.908187
30.625,835.956875,151.353231,-3.894072,849.556861
30.65,836.558894,151.715655,-3.575251,850.212447
30.675,837.167835,152.088763,-3.283106,850.87705
30.7,837.78328,152.477686,-3.027632,851.551193
30.725,838.403351,152.885731,-2.817277,852.233632
30.75,839.024972,153.314119,-2.658322,852.921561
30.775,839.644456,153.762008,-2.554317,853.611206
30.8,840.258309,154.22679,-2.50573,854.298664
30.825,840.864076,154.704567,-2.509888,854.980817
30.85,841.461018,155.190701,-2.561251,855.656098
30.875,842.050481,155.68027,-2.651934,856.324933
30.9,842.635879,156.168352,-2.772372,856.989769
30.925,843.222294,156.65009,-2.911996,857.65469
30.95,843.815782,157.120573,-3.059862,858.324712
30.975,844.422494,157.574659,-3.205196,859.004887
31,845.047766,158.006842,-3.33791,859.699384
31.025,845.695334,158.411294,-3.449115,860.410735
31.05,846.366809,158.782157,-3.531647,861.139374
31.075,847.061532,159.114046,-3.580571,861.883599
31.1,847.776847,159.402696,-3.593584,862.639969
31.125,848.508747,159.645594,-3.571215,863.404055
31.15,849.252721,159.842464,-3.516786,864.171375
31.175,850.004624,159.99547,-3.436106,864.938275
31.2,850.761327,160.109145,-3.336991,865.702552
31.225,851.521013,160.19006,-3.228686,866.463684
31.25,852.283072,160.246337,-3.121283,867.222616
31.275,853.047626,160.287082,-3.025175,867.981194
31.3,853.814855,160.3218,-2.95055,868.741383
31.325,854.584278,160.359805,-2.906882,869.504459
31.35,855.354209,160.40964,-2.902412,870.27036
31.375,856.121539,160.478512,-2.943606,871.037374
31.4,856.881928,160.571779,-3.034695,871.802239
31.425,857.63041,160.692559,-3.177352,872.560665
31.45,858.362274,160.841525,-3.370637,873.308165
31.475,859.07401,161.016921,-3.611222,874.040985
31.5,859.764104,161.214792,-3.893869,874.75693
31.525,860.433486,161.429345,-4.212043,875.455858
31.55,861.085531,161.653384,-4.558518,876.139766
31.575,861.725633,161.878711,-4.925858,876.812436
31.6,862.360437,162.096489,-5.306711,877.478749
31.625,862.996875,162.297572,-5.693937,878.143797
31.65,863.641166,162.472872,-6.080646,878.811966
31.675,864.297945,162.613801,-6.460257,879.486168
31.7,864.969661,162.712839,-6.826657,880.167362
31.725,865.656371,162.764145,-7.174516,880.854468
31.75,866.355966,162.764151,-7.499709,881.544709
31.775,867.064787,162.711981,-7.799773,882.234306
31.8,867.778507,162.609618,-8.07427,882.919373
31.825,868.49305,162.461767,-8.324965,883.596803
31.85,869.205354,162.275477,-8.555763,884.264937
31.875,869.913795,162.059623,-8.772393,884.923888
31.9,870.618212,161.824358,-8.981921,885.575445
31.925,871.319552,161.580627,-9.192126,886.222634
31.95,872.019264,161.339739,-9.410826,886.869028
31.975,872.718587,161.112958,-9.645196,887.51797
32,873.417927,160.911052,-9.901138,888.171872
32.025,874.116478,160.743727,-10.182762,888.831734
32.05,874.812186,160.618989,-10.49205,889.496995
32.075,875.502093,160.542485,-10.828759,890.165752
32.1,876.182975,160.51697,-11.190621,890.835301
32.125,876.852145,160.542018,-11.573776,891.502875
32.15,877.5082,160.614041,-11.973379,892.166393
32.175,878.151534,160.726606,-12.384222,892.825027
32.2,878.784511,160.870959,-12.801245,893.479464
32.225,879.41123,161.036641,-13.219841,894.1318
32.25,880.03697,161.212108,-13.63593,894.785087
32.275,880.667391,161.385298,-14.045847,895.442658
32.3,881.307656,161.544195,-14.446132,896.107361
32.325,881.961621,161.677408,-14.833351,896.780862
32.35,882.631248,161.774828,-15.20402,897.46319
32.375,883.316367,161.828322,-15.554703,898.152637
32.4,884.014849,161.832399,-15.882265,898.846052
32.425,884.723177,161.784716,-16.184227,899.539506
32.45,885.437293,161.68631,-16.459109,900.229173
32.475,886.153531,161.541498,-16.70667,900.912232
32.5,886.869411,161.357493,-16.927971,901.587572
32.525,887.584117,161.143806,-17.125237,902.256152
32.55,888.298555,160.911601,-17.301555,902.920932
32.575,889.015005,160.673071,-17.460471,903.5864
32.6,889.73645,160.440886,-17.605557,904.257809
32.625,890.465743,160.227673,-17.740011,904.940249
32.65,891.204788,160.045462,-17.86634,905.637748
32.675,891.953927,159.905047,-17.986144,906.352544
32.7,892.711678,159.815263,-18.100036,907.084709
32.725,893.474896,159.782274,-18.207675,907.83219
32.75,894.239358,159.808992,-18.307922,908.591285
32.775,895.000619,159.894774,-18.399061,909.35745
32.8,895.754963,160.035467,-18.479065,910.126244
32.825,896.500191,160.223797,-18.545838,910.894179
32.85,897.236082,160.449987,-18.59741,911.659283
32.875,897.96441,160.702467,-18.632073,912.42124
32.9,898.688545,160.968551,-18.648455,913.18111
32.925,899.412712,161.23503,-18.645571,913.940708
32.95,900.141095,161.488698,-18.622859,914.70181
32.975,900.876937,161.716884,-18.58022,915.465363
33,901.621837,161.90805,-18.518052,916.230905
33.025,902.375385,162.052486,-18.437257,916.996334
33.05,903.135229,162.143025,-18.339176,917.758098
33.075,903.897571,162.175663,-18.225448,918.511802
33.1,904.65798,162.149944,-18.097791,919.253064
33.125,905.412335,162.068995,-17.95772,919.978443
33.15,906.15766,161.93922,-17.806275,920.6862
33.175,906.89266,161.769717,-17.643804,921.37671
33.2,907.617841,161.571567,-17.469849,922.052446
33.225,908.335201,161.357109,-17.283173,922.717542
33.25,909.047595,161.139291,-17.081923,923.377059
33.275,909.757909,160.931087,-16.863912,924.03607
33.3,910.468249,160.744932,-16.626978,924.698774
33.325,911.1793,160.592119,-16.369364,925.367765
33.35,911.890027,160.482126,-16.090049,926.04364
33.375,912.597786,160.421941,-15.788956,926.724991
33.4,913.298839,160.415479,-15.466987,927.408822
33.425,913.989178,160.463226,-15.125893,928.091298
33.45,914.665445,160.562212,-14.767985,928.768644
33.475,915.325756,160.706314,-14.395805,929.438001
33.5,915.970225,160.886819,-14.011827,930.098034
33.525,916.601091,161.093124,-13.618295,930.749167
33.55,917.222437,161.313431,-13.217229,931.393428
33.575001,917.839575,161.535383,-12.810599,932.033946
33.600001,918.458226,161.74661,-12.400597,932.674248
33.625001,919.083648,161.935264,-11.98992,933.317492
33.650001,919.719863,162.090579,-11.581947,933.965805
33.675001,920.369124,162.203496,-11.180721,934.619873
33.700001,921.031719,162.26731,-10.790702,935.27886
33.725001,921.706175,162.278231,-10.416289,935.940701
33.750001,922.389785,162.23575,-10.061224,936.602681
33.775001,923.079365,162.142687,-9.72798,937.262183
33.800001,923.772034,162.004922,-9.417301,937.917401
33.825001,924.465823,161.830869,-9.127962,938.56785
33.850001,925.159987,161.630801,-8.856806,939.214545
33.875001,925.854932,161.416183,-8.599031,939.859821
33.900001,926.551815,161.19906,-8.348669,940.506833
33.925001,927.251917,160.991541,-8.099182,941.158856
33.950001,927.95595,160.805319,-7.844105,941.818521
33.975001,928.663478,160.651161,-7.577683,942.487173
34.000001,929.372614,160.538349,-7.295418,943.164482
34.025001,930.080095,160.474079,-6.994489,943.848418
34.050001,930.781754,160.462924,-6.673964,944.535635
34.075001,931.473305,160.506474,-6.334781,945.222183
34.100001,932.151269,160.603259,-5.979518,945.904408
34.125001,932.813824,160.748983,-5.612026,946.579823
34.150001,933.461382,160.937022,-5.237004,947.247752
34.175001,934.096756,161.159063,-4.85966,947.9096
34.200001,934.724906,161.405752,-4.485484,948.568704
34.225001,935.352301,161.667253,-4.120182,949.229795
34.250001,935.986025,161.933692,-3.769692,949.898189
34.275001,936.632772,162.195509,-3.4402,950.578859
34.300001,937.297898,162.443808,-3.138059,951.275558
34.325001,937.984669,162.670753,-2.869532,951.990151
34.350001,938.693874,162.870035,-2.640352,952.722315
34.375001,939.42386,163.037358,-2.45516,953.469662
34.400001,940.17101,163.17087,-2.316933,954.22829
34.425001,940.930556,163.271418,-2.226541,954.993626
34.450001,941.697526,163.342563,-2.18253,955.761365
34.475001,942.467604,163.39035,-2.181167,956.528279
34.500001,943.237701,163.422858,-2.216714,957.292696
34.525001,944.006114,163.449637,-2.28185,958.054557
34.550001,944.772279,163.481075,-2.368136,958.815065
34.575001,945.536204,163.527766,-2.466481,959.576014
34.600001,946.297764,163.59986,-2.567595,960.338985
34.625001,947.056042,163.706431,-2.662439,961.104589
34.650001,947.808903,163.85485,-2.742716,961.871952
34.675001,948.552939,164.050245,-2.801401,962.638566
34.700001,949.283819,164.295141,-2.833268,963.400587
34.725001,949.996983,164.589349,-2.835333,964.153494
34.750001,950.688518,164.930187,-2.807138,964.893002
34.775001,951.356005,165.312972,-2.750811,965.615966
34.800001,951.999119,165.731682,-2.670893,966.321089
34.825001,952.619851,166.179645,-2.574002,967.009245
34.850001,953.222314,166.650073,-2.468377,967.683378
34.875001,953.812171,167.136383,-2.363401,968.347982
34.900001,954.395822,167.632275,-2.269111,969.008314
34.925001,954.979473,168.131651,-2.195687,969.669463
34.950001,955.568268,168.628492,-2.152897,970.335467
34.975001,956.165602,169.116835,-2.149473,971.008642
35.000001,956.772745,169.590932,-2.192451,971.689238
35.025001,957.388854,170.045628,-2.286552,972.375526
35.050001,958.011374,170.476893,-2.433732,973.064277
35.075001,958.636731,170.882385,-2.632989,973.751562
35.100001,959.261189,171.261911,-2.880493,974.433665
35.125001,959.881641,171.617645,-3.169973,975.107907
35.150001,960.496189,171.954062,-3.493284,975.773197
35.175001,961.104367,172.277576,-3.840975,976.430193
35.200001,961.707022,172.595952,-4.202788,977.081072
35.225001,962.305882,172.917568,-4.568023,977.728982
35.250001,962.902964,173.25061,-4.925817,978.377307
35.275001,963.499937,173.60228,-5.265432,979.028909
35.300001,964.097624,173.9781,-5.576642,979.685514
35.325001,964.695732,174.381399,-5.850276,980.347364
35.350001,965.2929,174.813069,-6.07889,981.013224
35.375001,965.887049,175.271645,-6.257463,981.680751
35.400001,966.475954,175.753714,-6.383966,982.347135
35.425001,967.057906,176.254557,-6.459679,983.009863
35.450001,967.632275,176.768886,-6.489163,983.667407
35.475001,968.199848,177.291518,-6.479926,984.319673
35.500001,968.762864,177.817818,-6.441861,984.968101
35.525001,969.324715,178.343867,-6.386565,985.615405
35.550001,969.88941,178.866357,-6.32663,986.265009
35.575001,970.460872,179.382306,-6.274938,986.920306
35.600001,971.042233,179.888717,-6.243955,987.583898
35.625001,971.635253,180.382329,-6.244998,988.256976
35.650001,972.239993,180.859557,-6.287486,988.938985
35.675001,972.854833,181.316661,-6.378245,989.627677
35.700001,973.476857,181.750138,-6.520961,990.319558
35.725001,974.10254,182.157205,-6.715911,991.010651
35.750001,974.728591,182.536275,-6.960019,991.697413
35.775001,975.352753,182.887275,-7.247246,992.377585
35.800001,975.97439,183.211723,-7.569185,993.050774
35.825001,976.594717,183.512558,-7.915733,993.718652
35.850001,977.216641,183.793746,-8.275713,994.38473
35.875001,977.844256,184.059757,-8.637362,995.053761
35.900001,978.482088,184.314997,-8.988723,995.730893
35.925001,979.134251,184.563271,-9.318005,996.420749
35.950001,979.803661,184.807363,-9.614029,997.126575
35.975001,980.491474,185.048761,-9.866802,997.849652
36.000001,981.196875,185.287584,-10.068224,998.589088
36.025001,981.917279,185.522703,-10.212817,999.342042
36.050001,982.6489,185.752023,-10.298326,1000.104359
36.075001,983.387581,185.972887,-10.326044,1000.871459
36.100001,984.129661,186.182492,-10.30079,1001.639264
36.125001,984.87267,186.378249,-10.230538,1002.404954
36.150001,985.6157,186.558028,-10.12581,1003.167353
36.175001,986.359347,186.720258,-9.998945,1003.926888
36.200001,987.105285,186.863923,-9.86337,1004.685152
36.225001,987.855548,186.988474,-9.732905,1005.444181
36.250001,988.611725,187.093731,-9.621089,1006.205631
36.275001,989.374234,187.179799,-9.540486,1006.970046
36.300001,990.141865,187.24701,-9.501954,1007.736395
36.325001,990.911716,187.2959,-9.513908,1008.502007
36.350001,991.679569,187.32719,-9.581676,1009.262925
36.375001,992.44064,187.341737,-9.707086,1010.014642
36.400001,993.190526,187.340457,-9.888371,1010.75301
36.425001,993.926141,187.324203,-10.120435,1011.475138
36.450001,994.646395,187.293616,-10.395414,1012.180031
36.475001,995.352474,187.248996,-10.703376,1012.868844
36.500001,996.04767,187.190205,-11.033034,1013.544701
36.525001,996.736804,187.116641,-11.37235,1014.21212
36.550001,997.425366,187.027303,-11.709017,1014.876187
36.575001,998.11855,186.920937,-12.03087,1015.541638
36.600001,998.820342,186.796253,-12.326321,1016.212012
36.625001,999.532851,186.652175,-12.584888,1016.889047
36.650001,1000.256001,186.488075,-12.797849,1017.572432
36.675001,1000.987667,186.303938,-12.958934,1018.259987
36.700001,1001.724232,186.100426,-13.064941,1018.948232
36.725001,1002.461443,185.878823,-13.116115,1019.633225
36.750001,1003.195365,185.640882,-13.1162,1020.311478
36.775001,1003.92321,185.388649,-13.072151,1020.980727
36.800001,1004.643855,185.124293,-12.993569,1021.640402
36.825001,1005.357933,184.850038,-12.891998,1022.291697
36.850001,1006.067527,184.568186,-12.780179,1022.93725
36.875001,1006.775538,184.281236,-12.671343,1023.580539
36.900001,1007.484892,183.992043,-12.578529,1024.225121
36.925001,1008.197768,183.703934,-12.51391,1024.873881
36.950001,1008.915007,183.42072,-12.488092,1025.528452
36.975001,1009.635854,183.146542,-12.50941,1026.18892
37.000001,1010.358091,182.885542,-12.583302,1026.8539
37.025001,1011.078552,182.641416,-12.711877,1027.520957
37.050001,1011.793898,182.41692,-12.893785,1028.187276
37.075001,1012.501468,182.213449,-13.124435,1028.850433
37.100001,1013.199986,182.030775,-13.3965,1029.509048
37.125001,1013.88997,181.866985,-13.7006,1030.16318
37.150001,1014.573737,181.718629,-14.026005,1030.814366
37.175001,1015.255021,181.581017,-14.36124,1031.465301
37.200001,1015.93828,181.448644,-14.694558,1032.119242
37.225001,1016.627852,181.315666,-15.014311,1032.779255
37.250001,1017.327108,181.176404,-15.309316,1033.447487
37.275001,1018.037783,181.025838,-15.569288,1034.124598
37.300001,1018.759631,180.860058,-15.785394,1034.809511
37.325001,1019.490498,180.676614,-15.950873,1035.499563
37.350001,1020.226813,180.474726,-16.06162,1036.19103
37.375001,1020.964397,180.255317,-16.116587,1036.879947
37.400001,1021.699429,180.020881,-16.117901,1037.563023
37.425001,1022.429302,179.775232,-16.070641,1038.238449
37.450001,1023.15321,179.5232,-15.982354,1038.906399
37.475001,1023.872304,179.270363,-15.862402,1039.569129
37.500001,1024.589425,179.022838,-15.721277,1040.230659
37.525001,1025.308456,178.787147,-15.569965,1040.896103
37.550001,1026.033463,178.570094,-15.419381,1041.570787
37.575001,1026.767787,178.378591,-15.279854,1042.259317
37.600001,1027.513266,178.219374,-15.160615,1042.964765
37.625001,1028.269775,178.098584,-15.069267,1043.688133
37.650001,1029.035181,178.021254,-15.011262,1044.428221
37.675001,1029.805741,177.99079,-14.989473,1045.181932
37.700001,1030.576875,178.00857,-15.003936,1045.944963
37.725001,1031.344121,178.073746,-15.051842,1046.712718
37.750001,1032.104054,178.183296,-15.127793,1047.481224
37.775001,1032.854938,178.332293,-15.224256,1048.247827
37.800001,1033.596983,178.51429,-15.332138,1049.011511
37.825001,1034.332145,178.72174,-15.441374,1049.772777
37.850001,1035.063556,178.946368,-15.541486,1050.533153
37.875001,1035.794704,179.17949,-15.622102,1051.294444
37.900001,1036.528553,179.412303,-15.673465,1052.057923
37.925001,1037.266789,179.636219,-15.68696,1052.823652
37.950001,1038.009343,179.843295,-15.655652,1053.590103
37.975001,1038.754323,180.02676,-15.574784,1054.354187
38.000001,1039.498366,180.181588,-15.442134,1055.111708
38.025001,1040.237337,180.305021,-15.258133,1055.858148
38.050001,1040.967221,180.396924,-15.025694,1056.589597
38.075001,1041.684969,180.459909,-14.749773,1057.303603
38.100001,1042.38911,180.499194,-14.436773,1057.999734
38.125001,1043.079985,180.522245,-14.093915,1058.679732
38.150001,1043.759555,180.538274,-13.728725,1059.34723
38.175001,1044.430864,180.557647,-13.348696,1060.007114
38.200001,1045.097276,180.591245,-12.961133,1060.664652
38.225001,1045.761649,180.649788,-12.57309,1061.324576
38.250001,1046.425639,180.743111,-12.191325,1061.990263
38.275001,1047.089266,180.879434,-11.822154,1062.663194
38.300001,1047.750854,181.064688,-11.471155,1063.342776
38.325001,1048.407378,181.302005,-11.14276,1064.026601
38.350001,1049.055143,181.591477,-10.839788,1064.711068
38.375001,1049.690645,181.930255,-10.563056,1065.39225
38.400001,1050.311422,182.312948,-10.311161,1066.066797
38.425001,1050.916687,182.73222,-10.080506,1066.732658
38.450001,1051.507622,183.179434,-9.865573,1067.389485
38.475001,1052.087282,183.645192,-9.659391,1068.038627
38.500001,1052.660152,184.119705,-9.454142,1068.682761
38.525001,1053.23146,184.592986,-9.24184,1069.32525
38.550001,1053.806375,185.054984,-9.015011,1069.969389
38.575001,1054.389244,185.495764,-8.767344,1070.617683
38.600001,1054.982998,185.905846,-8.494243,1071.27133
38.625001,1055.588832,186.276768,-8.19321,1071.93001
38.650001,1056.20623,186.60179,-7.863996,1072.592033
38.675001,1056.833327,186.876639,-7.508467,1073.254833
38.700001,1057.467524,187.100109,-7.130218,1073.915665
38.725001,1058.106193,187.274373,-6.733985,1074.572358
38.750001,1058.74731,187.404939,-6.32502,1075.223922
38.775001,1059.389843,187.500282,-5.908541,1075.870859
38.800001,1060.033825,187.571218,-5.489375,1076.515121
38.825001,1060.680091,187.630151,-5.071839,1077.159715
38.850001,1061.329769,187.690261,-4.659811,1077.808066
38.875001,1061.983656,187.764675,-4.256921,1078.463249
38.900001,1062.641631,187.865633,-3.866737,1079.127279
38.925001,1063.302284,188.003669,-3.492859,1079.800596
38.950001,1063.962858,188.186848,-3.138846,1080.481886
38.975001,1064.619581,188.420169,-2.80798,1081.168302
39.000001,1065.268319,188.70523,-2.502919,1081.856053
39.025001,1065.905436,189.040241,-2.225343,1082.541253
39.050001,1066.52866,189.420383,-1.975687,1083.220831
39.075001,1067.137742,189.838423,-1.753051,1083.893288
39.100001,1067.734777,190.285431,-1.555305,1084.559135
39.125001,1068.324112,190.751428,-1.379374,1085.220907
39.150001,1068.911868,191.225886,-1.221633,1085.882781
39.175001,1069.505161,191.69803,-1.078344,1086.549855
39.200001,1070.111156,192.157041,-0.946073,1087.227257
39.225001,1070.736096,192.592267,-0.822029,1087.919227
39.250001,1071.384467,192.993576,-0.704304,1088.628354
39.275001,1072.058426,193.351898,-0.591989,1089.355119
39.300001,1072.75763,193.659934,-0.48517,1090.097857
39.325001,1073.479497,193.912915,-0.384802,1090.853151
39.350001,1074.219848,194.10923,-0.292503,1091.616581
39.375001,1074.973788,194.250776,-0.210291,1092.383657
39.400001,1075.736605,194.342953,-0.140338,1093.150697
39.425001,1076.504473,194.394295,-0.084754,1093.915458
39.450001,1077.274792,194.415852,-0.045437,1094.677351
39.475001,1078.046125,194.420432,-0.023975,1095.437243
39.500001,1078.817768,194.421787,-0.021587,1096.196884
39.525001,1079.589107,194.433811,-0.039079,1096.958135
39.550001,1080.358945,194.469728,-0.076794,1097.722156
39.575001,1081.125001,194.541284,-0.134566,1098.488778
39.600001,1081.883731,194.657959,-0.211705,1099.256191
39.625001,1082.630568,194.826289,-0.307026,1100.021057
39.650001,1083.360539,195.049394,-0.418977,1100.779042
39.675001,1084.069132,195.32684,-0.545841,1101.525649
39.700001,1084.753218,195.654858,-0.686004,1102.257156
39.725001,1085.411778,196.026873,-0.838245,1102.971426
39.750001,1086.046288,196.434222,-1.001971,1103.668404
39.775001,1086.660658,196.866876,-1.177361,1104.350189
39.800001,1087.26077,197.314042,-1.365379,1105.020668
39.825001,1087.85369,197.764585,-1.567639,1105.684828
39.850001,1088.446716,198.207311,-1.786148,1106.347858
39.875001,1089.046399,198.631203,-2.022963,1107.014231
39.900001,1089.657694,199.025752,-2.279816,1107.686931
39.925001,1090.283381,199.381442,-2.557774,1108.366975
39.950001,1090.923856,199.690405,-2.857011,1109.053326
39.975001,1091.577334,199.947155,-3.176745,1109.743228
40.000001,1092.240435,200.149228,-3.515348,1110.432906
40.025001,1092.909016,200.297599,-3.870609,1111.118457
40.050001,1093.579058,200.396739,-4.240063,1111.796738
40.075001,1094.247408,200.45433,-4.6213,1112.466038
40.100001,1094.912204,200.480699,-5.012148,1113.126393
40.125001,1095.572933,200.488076,-5.410694,1113.779509
40.150001,1096.230124,200.489798,-5.815128,1114.428311
40.175001,1096.884808,200.499507,-6.223476,1115.076261
40.200001,1097.537878,200.530355,-6.633305,1115.726587
40.225001,1098.189526,200.594204,-7.041504,1116.381589
40.250001,1098.838911,200.700851,-7.444255,1117.042166
40.275001,1099.484135,200.857324,-7.837233,1117.707676
40.300001,1100.122564,201.067368,-8.21603,1118.376165
40.325001,1100.751425,201.331222,-8.57674,1119.044915
40.350001,1101.36852,201.645755,-8.916575,1119.711182
40.375001,1101.972897,202.004937,-9.234372,1120.372944
40.400001,1102.565299,202.400519,-9.530883,1121.029459
40.425001,1103.148283,202.822776,-9.808796,1121.681517
40.450001,1103.725983,203.261149,-10.072506,1122.331322
40.475001,1104.303576,203.704714,-10.327667,1122.982039
40.500001,1104.886527,204.142479,-10.580624,1123.637103
40.525001,1105.479777,204.563604,-10.83777,1124.299454
40.550001,1106.08699,204.957659,-11.104918,1124.97084
40.575001,1106.710015,205.315026,-11.386725,1125.651356
40.600001,1107.348681,205.627456,-11.68626,1126.339345
40.625001,1108.000973,205.88874,-12.004752,1127.031696
40.650001,1108.663582,206.09534,-12.341574,1127.724497
40.675001,1109.33272,206.246838,-12.694433,1128.413927
40.700001,1110.005006,206.346067,-13.059727,1129.097148
40.725001,1110.678226,206.398905,-13.432959,1129.773019
40.750001,1111.351786,206.413775,-13.809094,1130.442449
40.775001,1112.026775,206.400963,-14.182799,1131.108332
40.800001,1112.705631,206.371877,-14.548533,1131.77508
40.825001,1113.391497,206.338315,-14.900533,1132.447859
40.850001,1114.087422,206.311771,-15.232783,1133.131664
40.875001,1114.79556,206.302774,-15.539062,1133.830427
40.900001,1115.516562,206.320253,-15.813162,1134.546298
40.925001,1116.249292,206.370937,-16.049287,1135.279272
40.950001,1116.990963,206.458877,-16.242596,1136.027245
40.975001,1117.737661,206.585156,-16.389775,1136.786493
41.000001,1118.485162,206.747875,-16.489519,1137.552481
41.025001,1119.229843,206.942412,-16.542792,1138.32081
41.050001,1119.969445,207.161913,-16.552838,1139.088062
41.075001,1120.703537,207.397901,-16.524946,1139.85235
41.100001,1121.433541,207.64088,-16.466065,1140.613455
41.125001,1122.162355,207.88086,-16.384339,1141.372529
41.150001,1122.893646,208.107785,-16.288646,1142.131477
41.175001,1123.630971,208.311891,-16.188158,1142.892147
41.200001,1124.376916,208.48408,-16.091888,1143.655547
41.225001,1125.132423,208.616347,-16.00822,1144.421256
